career_name,onet_soc_code,onet_title,source_domain,concept_type,external_skill_id,external_skill_name,raw_importance,normalized_importance,importance_scale_minimum,importance_scale_maximum,importance_n,importance_standard_error,importance_lower_ci,importance_upper_ci,importance_recommend_suppress,importance_not_relevant,importance_date,importance_domain_source,raw_level,normalized_level,level_scale_minimum,level_scale_maximum,level_n,level_standard_error,level_lower_ci,level_upper_ci,level_recommend_suppress,level_not_relevant,level_date,level_domain_source,recommend_suppress,not_relevant,score_eligible
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.1.d,Sales and Marketing,2.45,36.25,1,5,22,,,,,,08/2024,Occupational Expert,3.14,44.86,0,7,22,,,,,N,08/2024,Occupational Expert,,false,true
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.1.e,Customer and Personal Service,3.10,52.50,1,5,21,,,,,,08/2024,Occupational Expert,3.76,53.71,0,7,21,,,,,N,08/2024,Occupational Expert,,false,true
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.1.f,Personnel and Human Resources,1.91,22.75,1,5,22,,,,,,08/2024,Occupational Expert,2.23,31.86,0,7,22,,,,,N,08/2024,Occupational Expert,,false,true
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.2.a,Production and Processing,1.75,18.75,1,5,20,,,,,,08/2024,Occupational Expert,1.57,22.43,0,7,21,,,,,N,08/2024,Occupational Expert,,false,true
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.2.b,Food Production,1.14,3.50,1,5,21,,,,,,08/2024,Occupational Expert,0.55,7.86,0,7,22,,,,,Y,08/2024,Occupational Expert,,true,false
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.3.a,Computers and Electronics,4.29,82.25,1,5,21,,,,,,08/2024,Occupational Expert,5.41,77.29,0,7,22,,,,,N,08/2024,Occupational Expert,,false,true
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.3.b,Engineering and Technology,2.36,34.00,1,5,22,,,,,,08/2024,Occupational Expert,2.77,39.57,0,7,22,,,,,N,08/2024,Occupational Expert,,false,true
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.3.c,Design,2.43,35.75,1,5,21,,,,,,08/2024,Occupational Expert,2.50,35.71,0,7,22,,,,,N,08/2024,Occupational Expert,,false,true
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.3.d,Building and Construction,1.14,3.50,1,5,21,,,,,,08/2024,Occupational Expert,0.45,6.43,0,7,22,,,,,Y,08/2024,Occupational Expert,,true,false
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.3.e,Mechanical,1.14,3.50,1,5,22,,,,,,08/2024,Occupational Expert,0.32,4.57,0,7,22,,,,,Y,08/2024,Occupational Expert,,true,false
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.4.a,Mathematics,3.82,70.50,1,5,22,,,,,,08/2024,Occupational Expert,4.67,66.71,0,7,21,,,,,N,08/2024,Occupational Expert,,false,true
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.4.b,Physics,1.09,2.25,1,5,22,,,,,,08/2024,Occupational Expert,0.27,3.86,0,7,22,,,,,Y,08/2024,Occupational Expert,,true,false
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.4.c,Chemistry,1.09,2.25,1,5,22,,,,,,08/2024,Occupational Expert,0.27,3.86,0,7,22,,,,,Y,08/2024,Occupational Expert,,true,false
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.4.d,Biology,1.09,2.25,1,5,22,,,,,,08/2024,Occupational Expert,0.36,5.14,0,7,22,,,,,Y,08/2024,Occupational Expert,,true,false
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.4.e,Psychology,2.18,29.50,1,5,22,,,,,,08/2024,Occupational Expert,2.41,34.43,0,7,22,,,,,N,08/2024,Occupational Expert,,false,true
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.4.f,Sociology and Anthropology,2.23,30.75,1,5,22,,,,,,08/2024,Occupational Expert,2.59,37.00,0,7,22,,,,,N,08/2024,Occupational Expert,,false,true
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.4.g,Geography,2.23,30.75,1,5,22,,,,,,08/2024,Occupational Expert,3.45,49.29,0,7,22,,,,,N,08/2024,Occupational Expert,,false,true
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.5.a,Medicine and Dentistry,1.18,4.50,1,5,22,,,,,,08/2024,Occupational Expert,0.45,6.43,0,7,22,,,,,Y,08/2024,Occupational Expert,,true,false
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.5.b,Therapy and Counseling,1.18,4.50,1,5,22,,,,,,08/2024,Occupational Expert,0.32,4.57,0,7,22,,,,,Y,08/2024,Occupational Expert,,true,false
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.6,Education and Training,2.50,37.50,1,5,22,,,,,,08/2024,Occupational Expert,3.32,47.43,0,7,22,,,,,N,08/2024,Occupational Expert,,false,true
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.7.a,English Language,3.77,69.25,1,5,22,,,,,,08/2024,Occupational Expert,4.41,63.00,0,7,22,,,,,N,08/2024,Occupational Expert,,false,true
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.7.b,Foreign Language,1.36,9.00,1,5,22,,,,,,08/2024,Occupational Expert,0.77,11.00,0,7,22,,,,,N,08/2024,Occupational Expert,,false,true
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.7.c,Fine Arts,1.50,12.50,1,5,22,,,,,,08/2024,Occupational Expert,1.00,14.29,0,7,22,,,,,N,08/2024,Occupational Expert,,false,true
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.7.d,History and Archeology,1.73,18.25,1,5,22,,,,,,08/2024,Occupational Expert,1.77,25.29,0,7,22,,,,,N,08/2024,Occupational Expert,,false,true
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.7.e,Philosophy and Theology,1.45,11.25,1,5,22,,,,,,08/2024,Occupational Expert,1.23,17.57,0,7,22,,,,,N,08/2024,Occupational Expert,,false,true
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.8.a,Public Safety and Security,1.55,13.75,1,5,22,,,,,,08/2024,Occupational Expert,1.00,14.29,0,7,22,,,,,N,08/2024,Occupational Expert,,false,true
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.8.b,Law and Government,2.14,28.50,1,5,22,,,,,,08/2024,Occupational Expert,2.36,33.71,0,7,22,,,,,N,08/2024,Occupational Expert,,false,true
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.9.a,Telecommunications,1.55,13.75,1,5,22,,,,,,08/2024,Occupational Expert,1.14,16.29,0,7,22,,,,,N,08/2024,Occupational Expert,,false,true
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.9.b,Communications and Media,2.59,39.75,1,5,22,,,,,,08/2024,Occupational Expert,2.95,42.14,0,7,22,,,,,N,08/2024,Occupational Expert,,false,true
Data Analyst,15-2051.01,Business Intelligence Analysts,onet_knowledge,knowledge,2.C.10,Transportation,1.18,4.50,1,5,22,,,,,,08/2024,Occupational Expert,0.55,7.86,0,7,22,,,,,Y,08/2024,Occupational Expert,,true,false
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.1.a,Administration and Management,3.62,65.50,1,5,21,,,,,,08/2021,Occupational Expert,4.48,64.00,0,7,21,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.1.b,Administrative,2.71,42.75,1,5,21,,,,,,08/2021,Occupational Expert,3.29,47.00,0,7,21,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.1.c,Economics and Accounting,2.81,45.25,1,5,21,,,,,,08/2021,Occupational Expert,3.20,45.71,0,7,20,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.1.d,Sales and Marketing,2.86,46.50,1,5,21,,,,,,08/2021,Occupational Expert,3.81,54.43,0,7,21,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.1.e,Customer and Personal Service,3.43,60.75,1,5,21,,,,,,08/2021,Occupational Expert,4.62,66.00,0,7,21,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.1.f,Personnel and Human Resources,2.55,38.75,1,5,20,,,,,,08/2021,Occupational Expert,3.48,49.71,0,7,21,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.2.a,Production and Processing,2.10,27.50,1,5,20,,,,,,08/2021,Occupational Expert,2.00,28.57,0,7,20,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.2.b,Food Production,1.14,3.50,1,5,21,,,,,,08/2021,Occupational Expert,0.43,6.14,0,7,21,,,,,Y,08/2021,Occupational Expert,,true,false
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.3.a,Computers and Electronics,3.14,53.50,1,5,21,,,,,,08/2021,Occupational Expert,4.10,58.57,0,7,20,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.3.b,Engineering and Technology,4.67,91.75,1,5,21,,,,,,08/2021,Occupational Expert,6.43,91.86,0,7,21,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.3.c,Design,4.70,92.50,1,5,20,,,,,,08/2021,Occupational Expert,5.95,85.00,0,7,21,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.3.d,Building and Construction,4.53,88.25,1,5,19,,,,,,08/2021,Occupational Expert,5.33,76.14,0,7,21,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.3.e,Mechanical,2.52,38.00,1,5,21,,,,,,08/2021,Occupational Expert,2.85,40.71,0,7,20,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.4.a,Mathematics,4.48,87.00,1,5,21,,,,,,08/2021,Occupational Expert,5.10,72.86,0,7,21,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.4.b,Physics,3.71,67.75,1,5,21,,,,,,08/2021,Occupational Expert,4.29,61.29,0,7,21,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.4.c,Chemistry,2.29,32.25,1,5,21,,,,,,08/2021,Occupational Expert,2.90,41.43,0,7,21,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.4.d,Biology,1.52,13.00,1,5,21,,,,,,08/2021,Occupational Expert,1.48,21.14,0,7,21,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.4.e,Psychology,1.71,17.75,1,5,21,,,,,,08/2021,Occupational Expert,1.38,19.71,0,7,21,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.4.f,Sociology and Anthropology,1.48,12.00,1,5,21,,,,,,08/2021,Occupational Expert,1.05,15.00,0,7,21,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.4.g,Geography,2.57,39.25,1,5,21,,,,,,08/2021,Occupational Expert,3.43,49.00,0,7,21,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.5.a,Medicine and Dentistry,1.14,3.50,1,5,21,,,,,,08/2021,Occupational Expert,0.24,3.43,0,7,21,,,,,Y,08/2021,Occupational Expert,,true,false
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.5.b,Therapy and Counseling,1.14,3.50,1,5,21,,,,,,08/2021,Occupational Expert,0.33,4.71,0,7,21,,,,,Y,08/2021,Occupational Expert,,true,false
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.6,Education and Training,2.40,35.00,1,5,20,,,,,,08/2021,Occupational Expert,3.38,48.29,0,7,21,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.7.a,English Language,4.00,75.00,1,5,21,,,,,,08/2021,Occupational Expert,4.38,62.57,0,7,21,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.7.b,Foreign Language,1.52,13.00,1,5,21,,,,,,08/2021,Occupational Expert,1.00,14.29,0,7,21,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.7.c,Fine Arts,1.00,0.00,1,5,21,,,,,,08/2021,Occupational Expert,0.00,0.00,0,7,21,,,,,Y,08/2021,Occupational Expert,,true,false
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.7.d,History and Archeology,1.57,14.25,1,5,21,,,,,,08/2021,Occupational Expert,1.29,18.43,0,7,21,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.7.e,Philosophy and Theology,1.38,9.50,1,5,21,,,,,,08/2021,Occupational Expert,0.90,12.86,0,7,21,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.8.a,Public Safety and Security,3.24,56.00,1,5,21,,,,,,08/2021,Occupational Expert,3.81,54.43,0,7,21,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.8.b,Law and Government,3.24,56.00,1,5,21,,,,,,08/2021,Occupational Expert,3.86,55.14,0,7,21,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.9.a,Telecommunications,1.52,13.00,1,5,21,,,,,,08/2021,Occupational Expert,1.10,15.71,0,7,21,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.9.b,Communications and Media,2.00,25.00,1,5,21,,,,,,08/2021,Occupational Expert,2.14,30.57,0,7,21,,,,,N,08/2021,Occupational Expert,,false,true
Civil Engineer,17-2051.00,Civil Engineers,onet_knowledge,knowledge,2.C.10,Transportation,3.05,51.25,1,5,21,,,,,,08/2021,Occupational Expert,3.43,49.00,0,7,21,,,,,N,08/2021,Occupational Expert,,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.1.a,Administration and Management,2.89,47.25,1,5,20,0.2929,2.2800,3.5060,N,,08/2023,Incumbent,3.63,51.86,0,7,20,0.3163,2.9647,4.2886,N,N,08/2023,Incumbent,false,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.1.b,Administrative,2.90,47.50,1,5,20,0.2346,2.4133,3.3954,N,,08/2023,Incumbent,3.29,47.00,0,7,20,0.4015,2.4515,4.1321,N,N,08/2023,Incumbent,false,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.1.c,Economics and Accounting,2.31,32.75,1,5,20,0.1922,1.9079,2.7126,N,,08/2023,Incumbent,2.15,30.71,0,7,20,0.2645,1.5950,2.7024,N,N,08/2023,Incumbent,false,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.1.d,Sales and Marketing,2.20,30.00,1,5,20,0.2092,1.7664,2.6421,N,,08/2023,Incumbent,2.19,31.29,0,7,20,0.3648,1.4247,2.9515,N,N,08/2023,Incumbent,false,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.1.e,Customer and Personal Service,3.10,52.50,1,5,20,0.2720,2.5313,3.6698,N,,08/2023,Incumbent,3.41,48.71,0,7,20,0.5072,2.3474,4.4707,N,N,08/2023,Incumbent,false,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.1.f,Personnel and Human Resources,2.29,32.25,1,5,20,0.1438,1.9931,2.5951,N,,08/2023,Incumbent,2.74,39.14,0,7,20,0.2347,2.2482,3.2306,N,N,08/2023,Incumbent,false,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.2.a,Production and Processing,3.25,56.25,1,5,20,0.2437,2.7364,3.7564,N,,08/2023,Incumbent,3.88,55.43,0,7,20,0.2996,3.2564,4.5104,N,N,08/2023,Incumbent,false,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.2.b,Food Production,1.33,8.25,1,5,20,0.2125,1.0000,1.7744,N,,08/2023,Incumbent,0.46,6.57,0,7,20,0.2869,0.0000,1.0599,Y,Y,08/2023,Incumbent,true,true,false
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.3.a,Computers and Electronics,4.67,91.75,1,5,20,0.1672,4.3174,5.0000,N,,08/2023,Incumbent,6.01,85.86,0,7,20,0.3785,5.2181,6.8023,N,N,08/2023,Incumbent,false,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.3.b,Engineering and Technology,4.74,93.50,1,5,20,0.1134,4.5061,4.9810,N,,08/2023,Incumbent,6.04,86.29,0,7,20,0.3181,5.3762,6.7076,N,N,08/2023,Incumbent,false,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.3.c,Design,4.11,77.75,1,5,20,0.3062,3.4728,4.7546,N,,08/2023,Incumbent,5.36,76.57,0,7,20,0.4038,4.5115,6.2020,N,N,08/2023,Incumbent,false,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.3.d,Building and Construction,2.30,32.50,1,5,20,0.4357,1.3871,3.2109,N,,08/2023,Incumbent,2.61,37.29,0,7,20,0.7992,0.9342,4.2798,N,N,08/2023,Incumbent,false,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.3.e,Mechanical,3.19,54.75,1,5,20,0.3448,2.4675,3.9111,N,,08/2023,Incumbent,3.76,53.71,0,7,20,0.3609,3.0035,4.5144,N,N,08/2023,Incumbent,false,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.4.a,Mathematics,3.72,68.00,1,5,20,0.3177,3.0544,4.3844,N,,08/2023,Incumbent,5.01,71.57,0,7,20,0.3307,4.3186,5.7030,N,N,08/2023,Incumbent,false,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.4.b,Physics,3.58,64.50,1,5,20,0.2197,3.1164,4.0359,N,,08/2023,Incumbent,4.45,63.57,0,7,20,0.2062,4.0185,4.8817,N,N,08/2023,Incumbent,false,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.4.c,Chemistry,2.36,34.00,1,5,20,0.1185,2.1167,2.6126,N,,08/2023,Incumbent,2.63,37.57,0,7,20,0.2968,2.0047,3.2471,N,N,08/2023,Incumbent,false,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.4.d,Biology,1.15,3.75,1,5,20,0.0873,1.0000,1.3356,N,,08/2023,Incumbent,0.37,5.29,0,7,20,0.1986,0.0000,0.7863,Y,Y,08/2023,Incumbent,true,true,false
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.4.e,Psychology,1.75,18.75,1,5,20,0.2951,1.1303,2.3657,N,,08/2023,Incumbent,1.51,21.57,0,7,20,0.5680,0.3217,2.6994,N,N,08/2023,Incumbent,false,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.4.f,Sociology and Anthropology,1.42,10.50,1,5,20,0.1684,1.0689,1.7740,N,,08/2023,Incumbent,0.92,13.14,0,7,20,0.4703,0.0000,1.9086,Y,N,08/2023,Incumbent,true,false,false
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.4.g,Geography,1.80,20.00,1,5,20,0.2373,1.3072,2.3004,N,,08/2023,Incumbent,2.04,29.14,0,7,20,0.5169,0.9563,3.1200,N,N,08/2023,Incumbent,false,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.5.a,Medicine and Dentistry,1.29,7.25,1,5,20,0.1082,1.0651,1.5181,N,,08/2023,Incumbent,0.48,6.86,0,7,20,0.2400,0.0000,0.9845,N,N,08/2023,Incumbent,false,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.5.b,Therapy and Counseling,1.28,7.00,1,5,20,0.1281,1.0139,1.5501,N,,08/2023,Incumbent,0.40,5.71,0,7,20,0.1806,0.0268,0.7826,N,N,08/2023,Incumbent,false,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.6,Education and Training,2.87,46.75,1,5,20,0.2730,2.2971,3.4399,N,,08/2023,Incumbent,3.57,51.00,0,7,20,0.4810,2.5584,4.5720,N,N,08/2023,Incumbent,false,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.7.a,English Language,3.77,69.25,1,5,20,0.1115,3.5324,3.9992,N,,08/2023,Incumbent,4.33,61.86,0,7,20,0.2513,3.8022,4.8543,N,N,08/2023,Incumbent,false,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.7.b,Foreign Language,1.56,14.00,1,5,20,0.1395,1.2702,1.8543,N,,08/2023,Incumbent,1.04,14.86,0,7,20,0.3632,0.2770,1.7974,N,N,08/2023,Incumbent,false,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.7.c,Fine Arts,1.10,2.50,1,5,20,0.0904,1.0000,1.2873,N,,08/2023,Incumbent,0.00,0.00,0,7,19,0.0000,,,N,Y,08/2023,Incumbent,false,true,false
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.7.d,History and Archeology,1.30,7.50,1,5,20,0.1679,1.0000,1.6526,N,,08/2023,Incumbent,0.69,9.86,0,7,20,0.3728,0.0000,1.4683,Y,N,08/2023,Incumbent,true,false,false
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.7.e,Philosophy and Theology,1.37,9.25,1,5,20,0.1751,1.0080,1.7410,N,,08/2023,Incumbent,1.00,14.29,0,7,19,0.6471,0.0000,2.3572,Y,N,08/2023,Incumbent,true,false,false
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.8.a,Public Safety and Security,3.18,54.50,1,5,20,0.2555,2.6444,3.7138,N,,08/2023,Incumbent,3.37,48.14,0,7,20,0.3056,2.7343,4.0134,N,N,08/2023,Incumbent,false,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.8.b,Law and Government,2.37,34.25,1,5,20,0.2211,1.9103,2.8360,N,,08/2023,Incumbent,2.19,31.29,0,7,20,0.3074,1.5513,2.8381,N,N,08/2023,Incumbent,false,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.9.a,Telecommunications,2.61,40.25,1,5,20,0.3030,1.9779,3.2461,N,,08/2023,Incumbent,2.94,42.00,0,7,20,0.5590,1.7667,4.1069,N,N,08/2023,Incumbent,false,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.9.b,Communications and Media,2.42,35.50,1,5,20,0.2681,1.8616,2.9839,N,,08/2023,Incumbent,2.18,31.14,0,7,20,0.3431,1.4655,2.9019,N,N,08/2023,Incumbent,false,false,true
Electrical Engineer,17-2071.00,Electrical Engineers,onet_knowledge,knowledge,2.C.10,Transportation,2.12,28.00,1,5,20,0.2150,1.6665,2.5665,N,,08/2023,Incumbent,2.04,29.14,0,7,20,0.3410,1.3218,2.7494,N,N,08/2023,Incumbent,false,false,true
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.1.a,Administration and Management,3.45,61.25,1,5,30,0.2137,3.0142,3.8884,N,,08/2020,Incumbent,3.91,55.86,0,7,30,0.2810,3.3317,4.4813,N,N,08/2020,Incumbent,false,false,true
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.1.b,Administrative,3.01,50.25,1,5,30,0.1731,2.6546,3.3625,N,,08/2020,Incumbent,3.77,53.86,0,7,30,0.2911,3.1788,4.3695,N,N,08/2020,Incumbent,false,false,true
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.1.c,Economics and Accounting,2.56,39.00,1,5,30,0.2114,2.1251,2.9897,N,,08/2020,Incumbent,2.49,35.57,0,7,30,0.3055,1.8670,3.1166,N,N,08/2020,Incumbent,false,false,true
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.1.d,Sales and Marketing,2.35,33.75,1,5,30,0.2632,1.8102,2.8868,N,,08/2020,Incumbent,2.68,38.29,0,7,29,0.4005,1.8570,3.4979,N,N,08/2020,Incumbent,false,false,true
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.1.e,Customer and Personal Service,3.42,60.50,1,5,30,0.2637,2.8823,3.9610,N,,08/2020,Incumbent,3.88,55.43,0,7,29,0.4373,2.9873,4.7787,N,N,08/2020,Incumbent,false,false,true
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.1.f,Personnel and Human Resources,2.81,45.25,1,5,30,0.2794,2.2417,3.3847,N,,08/2020,Incumbent,3.12,44.57,0,7,30,0.3563,2.3873,3.8446,N,N,08/2020,Incumbent,false,false,true
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.2.a,Production and Processing,4.28,82.00,1,5,30,0.2585,3.7516,4.8090,N,,08/2020,Incumbent,4.70,67.14,0,7,30,0.2789,4.1265,5.2674,N,N,08/2020,Incumbent,false,false,true
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.2.b,Food Production,1.35,8.75,1,5,30,0.2348,1.0000,1.8264,N,,08/2020,Incumbent,0.64,9.14,0,7,30,0.4076,0.0000,1.4696,Y,Y,08/2020,Incumbent,true,true,false
